Round,Date,HomeTeam,HomeYellows,HomeReds,HomeSecondYellows,AwayTeam,AwayYellows,AwayReds,AwaySecondYellows,Referee,RefereeYellows,RefereeReds,Stadium,Location,Attendance
Round 3,02/09/18,Barcelona,1,0,0,Huesca,2,0,0,Mario Melero Lopez,5.53,0.2,Spotify Camp Nou,"Barcelona, Spain",72892
Round 3,02/09/18,Betis,3,0,0,Sevilla,5,0,1,Jesus Gil Manzano,5.28,0.26,Benito Villamarin,"Seville, Spain",53451
Round 3,24/10/18,Rayo Vallecano,1,0,0,Athletic Club,1,0,0,Guillermo Cuadra Fernandez,5.04,0.27,Estadio de Vallecas,"Madrid, Spain",11850
Round 2,24/08/18,Getafe,2,0,0,Eibar,1,0,0,David Medie Jimenez,4.94,0.31,Coliseum Alfonso Pérez,"Getafe, Spain",7851
Round 2,24/08/18,Leganés,1,0,0,Real Sociedad,2,0,0,José Luis Munuera Montero,4.75,0.37,Estadio Municipal de Butarque,"Leganes, Spain",9735
Round 2,25/08/18,Alavés,3,0,0,Betis,1,0,0,Pablo Gonzales Fuertes,5.91,0.37,Estadio de Mendizorroza,"Vitoria-Gasteiz, Spain",18221
Round 2,25/08/18,Atl. Madrid,1,0,0,Rayo Vallecano,1,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Cívitas Metropolitano,"Madrid, Spain",52693
Round 2,25/08/18,Valladolid,1,0,0,Barcelona,1,0,0,Ricardo De Burgos Bengoetxea,4.94,0.17,José Zorrilla,"Valladolid, Spain",22651
Round 2,26/08/18,Espanyol,1,0,0,Valencia,1,0,0,Carlos Del Cerro Grande,4.81,0.22,RCDE Stadium,"Cornella, Spain",18714
Round 2,26/08/18,Girona,2,0,0,Real Madrid,3,0,0,Juan Martinez Munuera,4.9,0.19,Estadi Montilivi,"Girona, Spain",13889
Round 2,26/08/18,Sevilla,3,0,0,Villarreal,2,0,0,Alberto Undiano,4.53,0.14,Ramón Sánchez Pizjuán,"Seville, Spain",35831
Round 2,27/08/18,Levante,2,0,0,Celta,3,0,0,Alejandro Hernandez,5.52,0.27,Ciudad de Valencia,"Valencia, Spain",21122
Round 2,27/08/18,Athletic Club,2,0,0,Huesca,2,0,0,Javier Alberola Rojas,3.71,0.15,San Mamés,"Bilbao, Spain",36818
